Team,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,id_equipe,id_joueur
Wolves,Gonçalo Guedes,POR,"MF,FW",27,29,10,995,11.1,2,4,6,2,0,0,1,0.0,3.2,16,529
Wolves,Craig Dawson,ENG,DF,34,15,10,971,10.8,0,0,0,0,0,0,2,0.0,0.5,16,530
Wolves,Pablo Sarabia,ESP,"MF,FW",32,23,7,814,9.0,3,2,5,3,0,0,3,0.0,2.9,16,531
Wolves,Rodrigo Gomes,POR,"DF,FW",21,25,7,810,9.0,2,0,2,2,0,0,0,0.0,0.7,16,532
Wolves,Sam Johnstone,ENG,GK,31,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,16,533
Wolves,Hwang Hee-chan,KOR,"MF,FW",28,21,5,661,7.3,2,0,2,2,0,0,0,0.0,0.8,16,534
Wolves,Yerson Mosquera,COL,DF,23,5,5,441,4.9,0,0,0,0,0,0,2,0.0,0.3,16,535
Wolves,Tommy Doyle,ENG,MF,22,24,3,488,5.4,0,1,1,0,0,0,1,0.0,0.6,16,536
Wolves,Daniel Bentley,ENG,GK,31,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,16,537
Wolves,Carlos Forbs,POR,"MF,FW",20,10,1,239,2.7,0,0,0,0,0,0,2,0.0,0.1,16,538
Wolves,Pedro Lima,BRA,DF,18,3,1,70,0.8,0,0,0,0,0,0,0,0.0,0.1,16,539
Wolves,Nasser Djiga,BFA,DF,21,5,1,66,0.7,0,0,0,0,0,0,0,0.0,0.0,16,540
Wolves,Daniel Podence,POR,"MF,FW",28,2,0,48,0.5,0,0,0,0,0,0,0,0.0,0.0,16,541
Wolves,Chiquinho,POR,MF,24,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,16,542
Wolves,Mateus Mane,unknown,MF,0,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,16,543
Wolves,Tom King,WAL,GK,29,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,16,544
Wolves,Alfie Pond,ENG,DF,20,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,16,545
Wolves,Boubacar Traoré,MLI,MF,22,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,16,546
Wolves,Tawanda Chirewa,ZIM,MF,20,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,16,547
Wolves,Luke Cundle,ENG,MF,22,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,16,548
Wolves,Tom Edozie,ENG,MF,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,16,549
Wolves,Bastien Meupiyou,FRA,DF,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,16,550
Wolves,Wesley Okoduwa,ENG,FW,16,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,16,551
Tottenham,Pedro Porro,ESP,DF,24,33,28,2610,29.0,2,6,8,2,0,0,5,0.0,1.6,17,552
Tottenham,Dejan Kulusevski,SWE,"MF,FW",24,32,27,2389,26.5,7,4,11,7,0,0,3,0.0,4.2,17,553
Tottenham,Dominic Solanke,ENG,FW,26,27,25,2201,24.5,9,3,12,8,1,1,0,0.0,10.9,17,554
Tottenham,Brennan Johnson,WAL,FW,23,33,24,2177,24.2,11,3,14,11,0,0,5,0.0,10.4,17,555
Tottenham,Guglielmo Vicario,ITA,GK,27,24,24,2160,24.0,0,0,0,0,0,0,1,0.0,0.0,17,556
Tottenham,Son Heung-min,KOR,FW,32,30,24,2110,23.4,7,9,16,6,1,2,1,0.0,7.2,17,557
Tottenham,Destiny Udogie,ITA,DF,21,25,24,1924,21.4,0,1,1,0,0,0,2,0.0,0.3,17,558
Tottenham,Pape Matar Sarr,SEN,MF,21,36,22,1913,21.3,3,2,5,3,0,0,6,0.0,3.7,17,559
Tottenham,James Maddison,ENG,MF,27,31,21,1809,20.1,9,7,16,9,0,0,6,0.0,5.8,17,560
Tottenham,Rodrigo Bentancur,URU,MF,27,26,21,1645,18.3,2,0,2,2,0,0,9,0.0,1.3,17,561
Tottenham,Djed Spence,ENG,DF,23,25,19,1792,19.9,1,2,3,1,0,0,4,1.0,0.6,17,562
Tottenham,Archie Gray,ENG,"DF,MF",18,28,19,1751,19.5,0,0,0,0,0,0,1,0.0,0.0,17,563
Tottenham,Cristian Romero,ARG,DF,26,18,18,1416,15.7,1,0,1,1,0,0,3,0.0,1.6,17,564
Tottenham,Yves Bissouma,MLI,MF,27,28,16,1408,15.6,2,0,2,2,0,0,7,0.0,0.6,17,565
Tottenham,Ben Davies,WAL,DF,31,17,14,1331,14.8,0,0,0,0,0,0,5,0.0,0.3,17,566
Tottenham,Radu Drăgușin,ROU,DF,22,16,14,1252,13.9,0,0,0,0,0,0,1,0.0,0.1,17,567
Tottenham,Micky van de Ven,NED,DF,23,13,12,1015,11.3,0,2,2,0,0,0,4,0.0,0.6,17,568
Tottenham,Lucas Bergvall,SWE,MF,18,27,11,1212,13.5,0,1,1,0,0,0,3,0.0,0.7,17,569
Tottenham,Mathys Tel,FRA,FW,19,13,11,911,10.1,2,1,3,1,1,1,2,0.0,3.0,17,570
Tottenham,Wilson Odobert,FRA,"FW,MF",19,16,9,850,9.4,1,0,1,1,0,0,0,0.0,1.6,17,571
Tottenham,Kevin Danso,AUT,DF,25,10,9,842,9.4,0,0,0,0,0,0,0,0.0,0.4,17,572
Tottenham,Fraser Forster,ENG,GK,36,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,17,573
Tottenham,Antonín Kinský,CZE,GK,21,6,6,540,6.0,0,0,0,0,0,0,0,0.0,0.0,17,574
Tottenham,Timo Werner,GER,"FW,MF",28,18,4,516,5.7,0,3,3,0,0,0,0,0.0,1.0,17,575
Tottenham,Richarlison,BRA,FW,27,15,4,504,5.6,4,1,5,4,0,0,2,0.0,3.7,17,576
Tottenham,Mikey Moore,ENG,FW,16,10,3,366,4.1,0,1,1,0,0,0,0,0.0,0.2,17,577
Tottenham,Sergio Reguilón,ESP,DF,27,4,1,196,2.2,0,0,0,0,0,0,2,0.0,0.1,17,578
Tottenham,Brandon Austin,ENG,GK,25,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,17,579
Tottenham,Dane Scarlett,ENG,"FW,MF",20,3,0,34,0.4,0,1,1,0,0,0,0,0.0,0.0,17,580
Tottenham,Alfie Dorrington,ENG,DF,19,1,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,17,581
Tottenham,Will Lankshear,ENG,"FW,MF",19,3,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,17,582
Tottenham,Oyindamola Ajayi,ENG,MF,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,17,583
Tottenham,Dante Cassanova,JAM,DF,20,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,17,584
Tottenham,Alfie Devine,ENG,MF,19,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,17,585
Tottenham,Malachi Hardy,ENG,DF,16,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,17,586
Tottenham,Maeson King,ENG,DF,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,17,587
Tottenham,Yang Minhyeok,KOR,MF,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,17,588
Tottenham,Callum Olusesi,ENG,MF,17,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,17,589
Tottenham,Alfie Whiteman,ENG,GK,25,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,17,590
Tottenham,Luca Williams Barnett,ENG,FW,15,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,17,591
Leicester City,Jamie Vardy,ENG,FW,37,35,35,2823,31.4,9,4,13,8,1,2,5,0.0,11.2,18,592
Leicester City,James Justin,ENG,DF,26,36,34,2912,32.4,2,2,4,2,0,0,6,0.0,1.5,18,593
Leicester City,Wout Faes,BEL,DF,26,34,30,2815,31.3,1,0,1,1,0,0,4,0.0,1.5,18,594
Leicester City,Victor Bernth Kristiansen,DEN,DF,21,30,29,2482,27.6,0,1,1,0,0,0,1,0.0,0.3,18,595
Leicester City,Wilfred Ndidi,NGA,MF,27,28,28,2324,25.8,0,5,5,0,0,0,8,0.0,2.0,18,596
Leicester City,Mads Hermansen,DEN,GK,24,27,27,2385,26.5,0,0,0,0,0,0,1,0.0,0.0,18,597
Leicester City,Bilal El Khannouss,MAR,"MF,FW",20,32,27,2182,24.2,2,3,5,2,0,0,4,0.0,1.3,18,598
Leicester City,Boubakary Soumaré,FRA,MF,25,31,25,2171,24.1,0,0,0,0,0,0,8,0.0,0.3,18,599
Leicester City,Conor Coady,ENG,DF,31,22,19,1714,19.0,1,0,1,1,0,0,3,0.0,0.4,18,600
Leicester City,Jordan Ayew,GHA,"FW,MF",32,30,19,1638,18.2,5,0,5,4,1,1,5,0.0,3.2,18,601
Leicester City,Harry Winks,ENG,MF,28,22,17,1538,17.1,0,2,2,0,0,0,4,0.0,0.2,18,602
Leicester City,Stephy Mavididi,ENG,FW,26,30,16,1615,17.9,4,1,5,4,0,0,2,0.0,1.8,18,603
Leicester City,Jannik Vestergaard,DEN,DF,31,18,16,1391,15.5,0,0,0,0,0,0,5,0.0,0.1,18,604
Leicester City,Facundo Buonanotte,ARG,"FW,MF",19,31,14,1523,16.9,5,2,7,5,0,0,8,0.0,3.9,18,605
Leicester City,Luke Thomas,ENG,DF,23,14,13,1110,12.3,0,0,0,0,0,0,3,0.0,0.4,18,606
Leicester City,Caleb Okoli,ITA,DF,23,19,12,1125,12.5,1,0,1,1,0,0,4,0.0,0.6,18,607
Leicester City,Oliver Skipp,ENG,MF,23,24,10,1129,12.5,0,0,0,0,0,0,8,0.0,0.4,18,608
Leicester City,Jakub Stolarczyk,POL,GK,23,10,10,900,10.0,0,0,0,0,0,0,1,0.0,0.0,18,609
Leicester City,Kasey McAteer,IRL,FW,22,18,9,852,9.5,1,1,2,1,0,0,3,0.0,1.0,18,610
Leicester City,Bobby De Cordova-Reid,JAM,FW,31,23,9,744,8.3,1,2,3,1,0,0,2,0.0,0.8,18,611
Leicester City,Patson Daka,ZAM,"FW,MF",25,23,6,736,8.2,1,0,1,1,0,0,0,0.0,1.3,18,612
Leicester City,Abdul Fatawu Issahaku,GHA,FW,20,11,6,579,6.4,0,2,2,0,0,0,0,0.0,0.4,18,613
Leicester City,Ricardo Pereira,POR,DF,30,10,4,388,4.3,0,0,0,0,0,0,1,0.0,0.1,18,614
Leicester City,Danny Ward,WAL,GK,31,2,1,135,1.5,0,0,0,0,0,0,0,0.0,0.0,18,615
Leicester City,Hamza Choudhury,BAN,"MF,DF",26,4,1,131,1.5,0,0,0,0,0,0,0,0.0,0.0,18,616
Leicester City,Woyo Coulibaly,MLI,DF,25,4,1,109,1.2,0,0,0,0,0,0,1,0.0,0.0,18,617
Leicester City,Jeremy Monga,unknown,"FW,MF",15,7,0,112,1.2,0,0,0,0,0,0,0,0.0,0.2,18,618
Leicester City,Odsonne Édouard,FRA,FW,26,4,0,29,0.3,0,0,0,0,0,0,0,0.0,0.0,18,619
Leicester City,Jake Evans,unknown,FW,0,4,0,24,0.3,0,0,0,0,0,0,0,0.0,0.0,18,620
Leicester City,Olabade Aluko,unknown,DF,0,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,18,621
Leicester City,Will Alves,ENG,FW,19,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,18,622
Leicester City,Michael Golding,ENG,MF,18,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,18,623
Leicester City,Sammy Braybrooke,ENG,MF,20,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,18,624
Leicester City,Thomas Cannon,IRL,FW,21,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,18,625
Leicester City,Henry Cartwright,ENG,MF,19,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,18,626
Leicester City,Daniel Iversen,DEN,GK,27,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,18,627
Leicester City,Benjamin Nelson,ENG,DF,20,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,18,628
Leicester City,Thomas Wilson-Brown,ENG,DF,19,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,18,629
Ipswich Town,Dara O'Shea,IRL,DF,25,35,35,3122,34.7,0,2,2,0,0,0,6,0.0,1.3,19,630
Ipswich Town,Leif Davis,ENG,DF,24,33,32,2743,30.5,1,2,3,1,0,0,5,1.0,1.0,19,631
Ipswich Town,Liam Delap,ENG,FW,21,37,32,2593,28.8,12,2,14,10,2,2,12,0.0,9.3,19,632
Ipswich Town,Sam Morsy,EGY,MF,32,33,31,2751,30.6,1,1,2,1,0,0,10,0.0,0.4,19,633
Ipswich Town,Omari Hutchinson,ENG,"MF,FW",20,31,30,2583,28.7,3,2,5,3,0,0,5,0.0,2.9,19,634
Ipswich Town,Jacob Greaves,ENG,DF,23,25,25,2205,24.5,1,0,1,1,0,0,5,0.0,1.3,19,635
Ipswich Town,Jens Cajuste,SWE,MF,24,30,25,1959,21.8,1,1,2,1,0,0,2,0.0,0.7,19,636
Ipswich Town,Axel Tuanzebe,COD,DF,26,22,20,1710,19.0,0,1,1,0,0,0,5,1.0,0.2,19,637
Ipswich Town,Arijanet Muric,KVX,GK,25,18,18,1620,18.0,0,0,0,0,0,0,1,0.0,0.0,19,638
Ipswich Town,Cameron Burgess,AUS,DF,28,18,16,1541,17.1,0,2,2,0,0,0,0,0.0,1.1,19,639
Ipswich Town,Ben Johnson,ENG,"DF,FW",24,23,14,1354,15.0,1,2,3,1,0,0,5,1.0,1.1,19,640
Ipswich Town,Kalvin Phillips,ENG,MF,28,19,14,1237,13.7,0,0,0,0,0,0,6,1.0,0.4,19,641
Ipswich Town,Alex Palmer,ENG,GK,27,13,13,1170,13.0,0,0,0,0,0,0,2,0.0,0.0,19,642
Ipswich Town,Sammie Szmodics,IRL,"FW,MF",28,20,13,992,11.0,4,0,4,4,0,0,2,0.0,3.4,19,643
Ipswich Town,Luke Woolfenden,ENG,DF,25,15,12,1187,13.2,0,0,0,0,0,0,2,0.0,0.0,19,644
Ipswich Town,Jack Clarke,ENG,"FW,MF",23,32,12,1181,13.1,0,4,4,0,0,0,2,0.0,1.2,19,645
Ipswich Town,Wes Burns,WAL,"FW,DF",29,18,12,926,10.3,0,1,1,0,0,0,1,0.0,0.5,19,646
Ipswich Town,Julio Enciso,PAR,"MF,FW",20,13,12,869,9.7,2,3,5,2,0,0,3,0.0,1.7,19,647
Ipswich Town,Conor Chaplin,ENG,"MF,FW",27,22,10,857,9.5,1,1,2,1,0,0,2,0.0,1.5,19,648
Ipswich Town,Nathan Broadhead,WAL,"MF,FW",26,18,7,702,7.8,2,0,2,2,0,0,1,0.0,1.7,19,649
Ipswich Town,Christian Walton,ENG,GK,28,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,19,650
Ipswich Town,George Hirst,SCO,FW,25,26,5,661,7.3,3,1,4,3,0,0,3,0.0,2.1,19,651
Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",22,10,5,474,5.3,2,0,2,2,0,0,1,0.0,2.0,19,652
Ipswich Town,Jack Taylor,IRL,MF,26,32,4,860,9.6,1,0,1,1,0,0,4,0.0,0.7,19,653
Ipswich Town,Harry Clarke,ENG,DF,23,7,4,379,4.2,0,0,0,0,0,0,3,1.0,0.1,19,654
Ipswich Town,Conor Townsend,ENG,DF,31,6,3,335,3.7,0,1,1,0,0,0,1,0.0,0.0,19,655
Ipswich Town,Chiedozie Ogbene,IRL,FW,27,5,3,238,2.6,0,0,0,0,0,0,0,0.0,0.0,19,656
Ipswich Town,Massimo Luongo,AUS,MF,31,11,2,201,2.2,0,0,0,0,0,0,0,0.0,0.0,19,657
Ipswich Town,Ben Godfrey,ENG,DF,26,3,2,159,1.8,0,0,0,0,0,0,1,0.0,0.0,19,658
Ipswich Town,Ali Al Hamadi,IRQ,FW,22,11,0,134,1.5,0,0,0,0,0,0,3,0.0,0.4,19,659
Ipswich Town,Marcus Harness,ENG,MF,28,2,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,19,660
Ipswich Town,George Edmundson,ENG,DF,26,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,19,661
Ipswich Town,Somto Boniface,ENG,DF,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,19,662
Ipswich Town,Cieran Slicker,SCO,GK,21,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,19,663
Ipswich Town,Tom Taylor,unknown,MF,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,19,664
Southampton,Mateus Fernandes,POR,MF,20,36,34,2909,32.3,2,4,6,2,0,0,8,0.0,4.0,20,665
Southampton,Kyle Walker-Peters,ENG,DF,27,33,33,2918,32.4,0,2,2,0,0,0,5,0.0,0.8,20,666
Southampton,Taylor Harwood-Bellis,ENG,DF,22,34,32,2825,31.4,1,0,1,1,0,0,9,0.0,1.8,20,667
Southampton,Aaron Ramsdale,ENG,GK,26,30,30,2700,30.0,0,0,0,0,0,0,2,0.0,0.0,20,668
Southampton,Jan Bednarek,POL,DF,28,30,30,2531,28.1,2,0,2,2,0,0,7,0.0,0.7,20,669
Southampton,Flynn Downes,ENG,MF,25,27,25,2151,23.9,1,0,1,1,0,0,12,0.0,0.6,20,670
Southampton,Joe Aribo,NGA,"MF,DF",28,32,21,2013,22.4,3,0,3,3,0,0,1,0.0,2.7,20,671
Southampton,Tyler Dibling,ENG,"FW,MF",18,33,20,1874,20.8,2,0,2,2,0,0,6,0.0,2.5,20,672
Southampton,Lesley Ugochukwu,FRA,MF,20,26,18,1655,18.4,1,1,2,1,0,0,7,0.0,0.9,20,673
Southampton,Ryan Manning,IRL,"DF,MF",28,24,18,1462,16.2,0,1,1,0,0,0,2,0.0,0.3,20,674
Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22,26,17,1402,15.6,1,1,2,1,0,0,2,0.0,1.5,20,675
Southampton,Jack Stephens,ENG,DF,30,19,17,1389,15.4,1,0,1,1,0,0,2,2.0,0.6,20,676
Southampton,Yukinari Sugawara,JPN,"DF,MF",24,30,16,1557,17.3,1,1,2,1,0,0,4,0.0,0.5,20,677
Southampton,Adam Armstrong,ENG,"FW,MF",27,20,15,1248,13.9,2,2,4,2,0,1,4,0.0,3.3,20,678
Southampton,Cameron Archer,ENG,FW,23,35,13,1441,16.0,2,0,2,2,0,1,0,0.0,5.7,20,679
Southampton,James Bree,ENG,DF,26,17,13,1075,11.9,0,1,1,0,0,0,0,0.0,0.1,20,680
Southampton,Paul Onuachu,NGA,FW,30,25,11,1050,11.7,4,1,5,4,0,0,4,0.0,3.6,20,681
Southampton,Nathan Wood-Gordon,ENG,DF,22,11,9,773,8.6,0,0,0,0,0,0,2,0.0,0.2,20,682
Southampton,William Smallbone,IRL,MF,24,18,6,690,7.7,1,0,1,1,0,0,1,0.0,0.6,20,683
Southampton,Welington,BRA,DF,23,10,6,482,5.4,0,0,0,0,0,0,1,0.0,0.0,20,684
Southampton,Alex McCarthy,ENG,GK,34,5,5,450,5.0,0,0,0,0,0,0,0,0.0,0.0,20,685
Southampton,Adam Lallana,ENG,MF,36,14,5,361,4.0,0,2,2,0,0,0,4,0.0,0.2,20,686
Southampton,Ben Brereton,CHI,FW,25,10,4,449,5.0,0,0,0,0,0,0,1,0.0,0.9,20,687
Southampton,Ross Stewart,SCO,FW,28,12,4,389,4.3,1,0,1,1,0,0,1,0.0,1.1,20,688
Southampton,Ryan Fraser,SCO,"FW,DF",30,8,4,306,3.4,0,0,0,0,0,0,0,1.0,0.0,20,689
Southampton,Charlie Taylor,ENG,DF,30,8,3,356,4.0,0,0,0,0,0,0,1,0.0,0.0,20,690
Southampton,Joe Lumley,ENG,GK,29,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,20,691
Southampton,Armel Bella Kotchap,GER,DF,22,4,2,331,3.7,0,0,0,0,0,0,0,0.0,0.3,20,692
Southampton,Albert Grønbaek,DEN,"FW,MF",23,4,2,143,1.6,0,0,0,0,0,0,0,0.0,0.1,20,693
Southampton,Jay Robinson,ENG,"MF,FW",17,4,1,137,1.5,0,0,0,0,0,0,0,0.0,0.0,20,694
Southampton,Maxwel Cornet,CIV,FW,27,2,1,72,0.8,0,0,0,0,0,0,1,0.0,0.2,20,695
Southampton,Samuel Edozie,ENG,"DF,FW",21,2,0,65,0.7,0,0,0,0,0,0,1,0.0,0.0,20,696
Southampton,Samuel Amo-Ameyaw,ENG,"FW,DF",18,2,0,28,0.3,0,0,0,0,0,0,1,0.0,0.0,20,697
Southampton,Joachim Kayi Sanda,FRA,DF,17,2,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,20,698
Southampton,Ronnie Edwards,ENG,DF,21,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,20,699
Southampton,Carlos Alcaraz,ARG,MF,21,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.1,20,700
Southampton,Jayden Moore,unknown,DF,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,20,701
Southampton,Joe O'Brien-Whitmarsh,IRL,MF,19,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,20,702
